nama_cabang,id_ruko,kemiskinan, proporsi_pria , proporsi_wanita ,penduduk, proporsi_usia_produktif ,umk,lebar_ruko,jumlah_fasilitas_belanja, jumlah_toko_ponsel , dekat_fasilitas_transportasi_publik , jumlah_pasar_tradisional , jumlah_restoran , jumlah_kompetitor , dekat_layanan_keuangan , jumlah_bangunan , kategori_wilayah , jalan , jarak_pasar ,lat,lon, avg_omzet ,lat_komp,lon_komp,umk_local_coef,penduduk_local_coef,kemiskinan_local_coef,jumlah_kompetitor_local_coef,jumlah_pasar_tradisional_local_coef,jarak_pasar_local_coef,lebar_ruko_local_coef,jumlah_bangunan_local_coef,commercial_hub_index_local_coef,premium_spot_score_local_coef,comp_per_pop_local_coef
SNG009,1762,0.09,  0.50 ,  0.50 ,51243,  0.71 ,3508626,400,3,3,0,0,0,1,1,  187 ,Perdesaan, primary ,  - ,-6.279450,107.664784,"  326,591,667 ",-6.280697,107.666649,0.2364815099,-0.08332585141,0.02584861145,0.2074273162,0.06636901627,0.01151388422,-0.04811076554,0.03964247545,0.06817175403,0.02388017355,-0.01886343664
KLN005,4835,0.12,  0.50 ,  0.50 ,36528,  0.69 ,2389820,700,4,9,1,1,0,1,1,  187 ,Perdesaan, primary ,  - ,-7.693347,110.703613,"  349,758,333 ",-7.691345,110.700447,0.211378198,0.1334411295,-0.02470742877,0.1176338945,0.08314366325,0.00265892459,-0.122852189,-0.03802024101,0.1336826702,-0.1218429666,-0.01426647076
BKS038,62,0.04,  0.50 ,  0.50 ,185226,  0.71 ,5690752,350,4,1,1,0,0,3,1,  186 ,Perdesaan, primary ,  - ,-6.287710,106.953637,"  551,958,333 ",-6.287540,106.953560,0.6328209262,-0.1262053705,-0.02474033389,0.1664894427,0.01321610505,0.08203444015,0.5898838434,-0.009399962647,0.258334129,-0.3849342908,-0.01635870641
CBI055,47,0.07,  0.51 ,  0.49 ,131886,  0.69 ,4877211,350,3,8,1,0,0,3,1,  173 ,Perdesaan, trunk ,  - ,-6.559021,106.712343,"  706,325,000 ",-6.559238,106.712303,0.2421937382,-0.1278935999,0.02042216058,0.1565917814,0.01552123169,0.0583301774,0.151591047,0.0504505211,0.2916045446,0.166414258,-13.636.286.859.360.800
SRG002,172,0.06,  0.51 ,  0.49 ,78761,  0.69 ,4418261,500,7,4,1,0,0,1,1,  154 ,Perdesaan, living_street ,  - ,-6.125858,106.164239,"  374,966,667 ",-6.124639,106.164993,0.3237882777,-0.02414067335,0.005653178134,0.08566131105,0.08574049615,0.1414829783,0.1346472526,0.007710873832,0.3007992339,0.2925636667,0.6202116878
PWK010,2410,0.08,  0.51 ,  0.49 ,63458,  0.69 ,4792252,500,4,5,1,0,0,0,1,  146 ,Perdesaan, primary ,  - ,-6.636149,107.395119,"  594,091,667 ",-6.643286,107.386581,0.2133715169,0.01008170532,0.207878475,0.1471972259,0.09442266827,0.001521002304,-0.03276383451,0.08735939187,0.06901069475,0.07222660208,-0.01616527844
PWK006,1281,0.08,  0.51 ,  0.49 ,63458,  0.69 ,4792252,1200,11,5,1,0,0,2,1,  146 ,Perdesaan, primary ,  - ,-6.643799,107.386371,"  621,591,667 ",-6.643286,107.386581,0.2107377428,0.01029282791,0.2090615903,0.1453455385,0.09377890652,0.001417836451,-0.03140059147,0.08731061295,0.07048543349,0.07474481745,-0.01601581009
KWG035,3102,0.08,  0.51 ,  0.49 ,128184,  0.68 ,5599593,825,5,3,1,0,0,0,1,  136 ,Perdesaan, primary ,  - ,-6.324870,107.313171,"  308,933,333 ",-6.330384,107.312233,0.0525349835,-0.2251016797,-0.2039567845,0.2366634602,0.03083884665,0.08978383763,-0.01658667756,0.07093665134,0.06353576678,0.1092491713,-0.0158318708
KWG005,112,0.08,  0.51 ,  0.49 ,161636,  0.69 ,5599593,320,2,2,1,0,1,1,1,  132 ,Perdesaan, trunk ,  - ,-6.366808,107.367116,"  611,658,333 ",-6.366570,107.367119,0.08684986673,-0.1921968525,-0.1633220944,0.2457893077,0.04182496752,0.06847422929,-0.04085767795,0.08127607686,0.03053129078,0.09568165707,-0.01660512086
BKS033,74,0.04,  0.50 ,  0.50 ,204915,  0.70 ,5690752,1100,6,6,1,0,0,1,1,  129 ,Perdesaan, secondary ,  - ,-6.250639,106.952940,"  210,266,667 ",-6.260030,106.948578,0.6581658782,-0.1222752572,-0.03511080313,0.1649333793,0.016587701,0.08314040825,0.6701864556,-0.01511459678,0.2614355644,-0.4775659012,-0.01650349328
KWG022,1484,0.08,  0.50 ,  0.50 ,51685,  0.69 ,5599593,600,5,2,1,1,0,1,1,  127 ,Perdesaan, tertiary ,  - ,-6.191915,107.475800,"  600,241,667 ",-6.193146,107.473541,0.1290554959,-0.2244297653,-0.2367535865,0.2376357094,0.04341850759,0.07170085643,-0.01831622016,0.06341056255,0.06262101299,0.08421873962,-0.01738011956
SRG010,1658,0.06,  0.52 ,  0.48 ,79847,  0.68 ,4418261,550,6,1,1,0,0,0,1,  122 ,Perdesaan, trunk ,  - ,-6.104477,106.137132,"  303,541,667 ",-6.115244,106.140816,0.32141355,-0.0224745601,0.004191744874,0.08390203166,0.08637994035,0.1421091936,0.135162938,0.00762629447,0.2995342454,0.2933392564,0.6500303814
CBI025,143,0.07,  0.52 ,  0.48 ,99029,  0.68 ,4877211,600,4,4,1,1,0,2,1,  118 ,Perdesaan, trunk ,  500.33 ,-6.575868,106.636737,"  620,425,000 ",-6.575544,106.636032,0.1819809952,-0.1189191547,0.01521260765,0.1544875068,0.02135440066,0.06331900814,0.1648984759,0.04930781475,0.3007728952,0.150862297,-15.327.102.403.424.600
BKS047,177,0.04,  0.50 ,  0.50 ,176898,  0.70 ,5690752,350,7,3,1,0,0,1,1,  105 ,Perdesaan, tertiary ,  617.79 ,-6.266468,106.950085,"  417,625,000 ",-6.267389,106.949715,0.6562805021,-0.1225395595,-0.03026605574,0.1658431606,0.01532513644,0.08256089427,0.6300933721,-0.01283467258,0.2609942695,-0.4303411328,-0.01632562322
SNG004,893,0.09,  0.50 ,  0.50 ,47914,  0.68 ,3508626,700,7,1,0,1,0,1,1,  104 ,Perdesaan, residential ,  - ,-6.448313,107.686049,"  896,666,667 ",-6.447060,107.686348,0.2774163583,-0.01989464615,0.1609526893,0.153143277,0.06702973439,0.01068752132,-0.04800250471,0.05589150469,0.1028419803,0.02538930296,-0.01713780262
RKB002,868,0.1,  0.51 ,  0.49 ,105714,  0.67 ,3172384,400,5,3,1,0,0,0,1,  99 ,Perdesaan, trunk ,  - ,-6.351489,106.262338,"  380,108,333 ",-6.344180,106.263512,0.3274414136,-0.04196788181,0.01875852543,0.09624759215,0.08442552785,0.1290745206,0.1002077991,0.01178603632,0.3008378221,0.313902202,0.7332265414
KWG011,191,0.08,  0.50 ,  0.50 ,107822,  0.70 ,5599593,600,10,6,1,0,0,3,1,  95 ,Perdesaan, secondary ,  - ,-6.340339,107.310932,"  743,675,000 ",-6.341299,107.310844,0.04433833622,-0.2227033939,-0.1992089666,0.2386823182,0.03058420481,0.08861219629,-0.02413919982,0.07335265131,0.05847195047,0.1125792305,-0.01574607438
CBI046,1596,0.07,  0.51 ,  0.49 ,167612,  0.70 ,4877211,350,4,0,1,0,0,0,1,  94 ,Perdesaan, primary ,  - ,-6.476867,106.883834,"  378,941,667 ",-6.485458,106.875938,0.4064647862,-0.1404169153,0.02093778948,0.1583279423,0.006763474231,0.06778629447,0.1484119223,0.03132816631,0.2664861462,0.1594906299,-0.01083974684
BKS048,5,0.04,  0.50 ,  0.50 ,176898,  0.70 ,5690752,400,6,4,1,0,0,0,1,  93 ,Perdesaan, primary ,  - ,-6.283487,106.930471,"  527,683,333 ",-6.284436,106.924408,0.6824391441,-0.1188248083,-0.02256465158,0.1673851265,0.01398519176,0.0809725191,0.5898622079,-0.01284826125,0.2659607049,-0.3792382948,-0.01596126615
CBI043,1081,0.07,  0.52 ,  0.48 ,114141,  0.68 ,4877211,400,6,5,1,0,0,2,1,  88 ,Perdesaan, trunk ,  - ,-6.574505,106.663575,"  479,683,333 ",-6.574404,106.662170,0.1828341819,-0.1210023479,0.01557459896,0.1549979551,0.01906928123,0.06152310961,0.1702053914,0.05077922609,0.297132505,0.1434757021,-14.295.742.827.099.900
MJL005,1356,0.11,  0.50 ,  0.50 ,36933,  0.70 ,2404632,450,6,11,1,1,0,2,1,  85 ,Perdesaan, primary ,  - ,-6.783861,108.345847,"  290,741,667 ",-6.784107,108.344994,0.2389244485,0.03514846653,0.05554807789,0.1097236766,0.05679308838,0.07993557242,-0.03296031915,-0.01206184478,0.1451329475,-0.03175509731,-0.01383830309
CBI030,183,0.07,  0.52 ,  0.48 ,99029,  0.68 ,4877211,700,4,4,1,0,0,1,1,  80 ,Perdesaan, living_street ,"  1,021.39 ",-6.570250,106.624326,"  513,841,667 ",-6.570577,106.625679,0.202408868,-0.1131542861,0.01576767201,0.1547964214,0.02578348872,0.06715470318,0.1606296265,0.04492807772,0.303063188,0.1614250235,-1.612.627.240.889.540
GRT020,3328,0.1,  0.52 ,  0.48 ,64904,  0.69 ,2328555,600,8,6,1,0,0,1,1,  75 ,Perdesaan, residential ,  - ,-7.035016,107.979696,"  391,175,000 ",-7.034801,107.980141,0.2281352183,0.06577213326,0.1138717365,0.06468359623,0.05105582159,0.07893771473,-0.0197351514,0.04058236329,0.146474172,-0.007673992329,-0.009695633521
KWG008,69,0.08,  0.51 ,  0.49 ,161636,  0.69 ,5599593,350,4,10,1,1,0,1,1,  74 ,Perdesaan, secondary ,  - ,-6.368253,107.377811,"  290,708,333 ",-6.370645,107.374702,0.09871037277,-0.1843426329,-0.153138218,0.2444353565,0.04453761869,0.06390470339,-0.04064632489,0.08008210617,0.02992402853,0.09240039778,-0.01677523143
CBI047,1851,0.07,  0.52 ,  0.48 ,82471,  0.67 ,4877211,600,6,9,1,1,0,0,1,  72 ,Perdesaan, tertiary ,  - ,-6.480863,106.466625,"  650,691,667 ",-6.475575,106.459869,0.3585907826,-0.08465006016,0.03050857432,0.1361237755,0.05645371381,0.0988795598,0.07736035851,0.01856746573,0.3169692532,0.3060335021,-12.050.931.266.283.300
GRT015,2721,0.1,  0.51 ,  0.49 ,32471,  0.68 ,2328555,700,8,3,1,0,0,1,1,  71 ,Perdesaan, secondary ,  - ,-7.161956,107.993800,"  328,666,667 ",-7.164038,107.994087,0.2145129779,0.06983866981,0.1002342793,0.0595219008,0.04951460891,0.08111095454,-0.01531988008,0.04180556195,0.1465244718,-0.005436072967,-0.008626929293
CBI053,2140,0.07,  0.51 ,  0.49 ,131886,  0.69 ,4877211,400,4,5,1,0,0,0,1,  66 ,Perdesaan, secondary ,  600.63 ,-6.557014,106.693816,"  409,316,667 ",-6.554511,106.698486,0.2493620442,-0.1217718706,0.02035606222,0.1574629569,0.01830945039,0.06152642766,0.1532332632,0.04734444595,0.2944586545,0.1688054263,-1.349.633.027.135.830
IDM009,1782,0.12,  0.51 ,  0.49 ,87179,  0.70 ,2794237,300,9,10,1,2,0,1,1,  63 ,Perdesaan, primary ,  - ,-6.458915,107.942022,"  514,783,333 ",-6.457199,107.943672,0.290412992,0.003309996952,0.1465552084,0.1361048016,0.04861919094,0.04822487311,-0.04084093142,0.02207091356,0.1379429097,-0.007426491171,-0.01532532852
SRG009,1418,0.06,  0.51 ,  0.49 ,79847,  0.70 ,4418261,600,4,3,1,1,0,0,1,  59 ,Perdesaan, trunk ,  - ,-6.065296,106.120771,"  364,991,667 ",-6.055495,106.111076,0.3208439873,-0.02125787206,0.001429690866,0.08319663707,0.08602589237,0.142777117,0.1394547777,0.007149741539,0.2998762259,0.289680123,0.6286098635
SRG017,3949,0.05,  0.51 ,  0.49 ,65434,  0.70 ,4857353,400,2,3,1,0,0,2,1,  52 ,Perdesaan, trunk ,  - ,-6.126611,106.237225,"  256,733,333 ",-6.125162,106.240997,0.3378666116,-0.02950429531,0.00450587883,0.09349364087,0.08114627486,0.1385219167,0.1467254844,0.006380651418,0.3076015194,0.2734813154,0.3853738481
BKS010,400,0.04,  0.50 ,  0.50 ,176898,  0.70 ,5690752,400,5,7,1,0,0,2,1,  47 ,Perdesaan, secondary ,"  1,101.43 ",-6.265052,106.944390,"  1,219,225,000 ",-6.265560,106.943893,0.6694884272,-0.1203039668,-0.02989215082,0.1660253417,0.01566153225,0.0824003995,0.6225822586,-0.01319628594,0.2627469404,-0.4197669931,-0.01611771745
SBM001,64,0.07,  0.51 ,  0.49 ,104487,  0.68 ,3604482,300,5,2,1,0,0,0,1,  46 ,Perdesaan, residential ,  - ,-6.759529,106.799782,"  391,591,667 ",-6.747628,106.801300,0.04664400017,-0.1485185279,-0.017831035,0.1363324105,-0.01034567794,0.04287667431,0.1508260096,0.05400468911,0.2526482722,0.1367221299,-0.004722761868
CBI027,162,0.07,  0.51 ,  0.49 ,99111,  0.69 ,4877211,400,3,4,1,0,0,0,1,  45 ,Perdesaan, residential ,  892.99 ,-6.428331,106.722738,"  281,783,333 ",-6.425571,106.726448,0.6997899206,-0.09698689909,0.02418943243,0.1672988558,0.02419175941,0.07775860543,0.1187599323,0.003502370273,0.2957191888,0.234500653,-0.0114211901
CBI056,132,0.07,  0.51 ,  0.49 ,101452,  0.67 ,4877211,600,6,9,1,1,0,2,1,  43 ,Perdesaan, trunk ,  - ,-6.707798,106.822271,"  654,725,000 ",-6.707521,106.822350,0.0615168671,-0.1521824236,-0.01213479803,0.1379594626,-0.007763968062,0.04508730396,0.149838497,0.0574689478,0.2539233929,0.137697631,-0.004598589119
SRG016,3947,0.05,  0.51 ,  0.49 ,65434,  0.70 ,4857353,500,5,2,1,0,0,0,1,  42 ,Perdesaan, trunk ,  - ,-6.124520,106.225156,"  204,133,333 ",-6.125235,106.231125,0.3357218393,-0.02875293457,0.004396744142,0.0923701217,0.08175589256,0.1388012824,0.145122012,0.006573082657,0.3066002287,0.2759779084,0.4243224039
BKS031,374,0.05,  0.51 ,  0.49 ,128509,  0.70 ,5558515,450,2,13,1,2,0,2,1,  41 ,Perdesaan, secondary ,  110.02 ,-6.312355,106.988647,"  847,833,333 ",-6.312540,106.986511,0.5314262322,-0.1425365507,-0.02480672107,0.1673191334,0.009289192526,0.08351051666,0.5521273732,-0.001456275207,0.2448873926,-0.3523392971,-0.01688728855
BKS053,15,0.04,  0.50 ,  0.50 ,171955,  0.72 ,5690752,500,5,4,1,0,0,1,1,  41 ,Perdesaan, tertiary ,  - ,-6.299546,106.988159,"  365,825,000 ",-6.298086,106.984947,0.5474327533,-0.1409616932,-0.02822623401,0.167006282,0.01049289753,0.08386996517,0.5891486596,-0.004321198099,0.2457984044,-0.3957971651,-0.01714232263
KWG025,1768,0.08,  0.51 ,  0.49 ,63035,  0.70 ,5599593,500,3,0,1,1,0,1,1,  35 ,Perdesaan, primary ,  - ,-6.361924,107.540022,"  636,125,000 ",-6.363821,107.539505,0.2024042754,-0.0804921569,0.01655704358,0.2222361655,0.07826434251,0.01280935105,-0.04550500485,0.05933084221,0.03177148237,0.03696148935,-0.01887113306
KWG021,1218,0.08,  0.51 ,  0.49 ,128184,  0.68 ,5599593,500,6,4,1,2,0,0,1,  21 ,Perdesaan, residential ,  - ,-6.283282,107.331086,"  350,700,000 ",-6.294189,107.332451,0.07513746906,-0.2312423576,-0.2214688253,0.2356375317,0.03266074743,0.09059749178,-0.002821670574,0.06819047297,0.06516773827,0.09415129502,-0.01636228963
SNG011,1842,0.09,  0.49 ,  0.51 ,50238,  0.66 ,3508626,800,3,3,1,0,0,1,1,  20 ,Perdesaan, primary ,  - ,-6.468712,107.809560,"  435,050,000 ",-6.468910,107.809822,0.2933518109,-0.004425625977,0.1627791045,0.1350512142,0.05401812534,0.02707856889,-0.04339384977,0.04230051749,0.1308641416,0.01096679589,-0.01582493865
KWG017,203,0.08,  0.51 ,  0.49 ,161636,  0.69 ,5599593,650,3,1,1,0,0,2,1,  17 ,Perdesaan, tertiary ,  - ,-6.371647,107.386319,"  802,675,000 ",-6.369296,107.388725,0.1063328098,-0.1765122183,-0.1425708976,0.244529619,0.04718310851,0.05952384409,-0.04144956286,0.07989896867,0.02638789881,0.08766325778,-0.01696982653
BKS040,63,0.04,  0.50 ,  0.50 ,185226,  0.71 ,5690752,350,6,2,1,0,0,1,1,  17 ,Perdesaan, tertiary ,  917.14 ,-6.314165,106.937261,"  517,050,000 ",-6.314635,106.937088,0.6408523348,-0.1245567597,-0.01460924241,0.1674981055,0.01099117463,0.0801242681,0.5211087388,-0.006669421284,0.2615988401,-0.3001208688,-0.01588708171
SNG018,3380,0.09,  0.50 ,  0.50 ,37291,  0.68 ,3508626,500,8,5,0,2,0,1,1,  11 ,Perdesaan, primary ,  132.31 ,-6.678330,107.688013,"  482,133,333 ",-6.677970,107.686012,0.2827875867,0.03402210145,0.2322018886,0.09276244918,0.05999434233,0.02433953397,-0.03195296897,0.0890188853,0.1353528068,0.03261589407,-0.01351008667
KWG020,896,0.08,  0.51 ,  0.49 ,63579,  0.70 ,5599593,600,7,8,0,1,0,2,1,  2 ,Perdesaan, primary ,  - ,-6.249408,107.594454,"  763,408,333 ",-6.248997,107.594025,0.1892108063,-0.1314497752,-0.077236627,0.2327420706,0.06576334034,0.02292677626,-0.04327679994,0.05205641576,0.04318591834,0.037825085,-0.01899340985
SRG011,1752,0.05,  0.52 ,  0.48 ,48971,  0.67 ,4857353,380,1,4,0,2,0,0,1,  2 ,Perdesaan, tertiary ,  - ,-6.235204,106.207966,"  689,266,667 ",-6.238878,106.202972,0.3262368499,-0.03032461723,0.01313080022,0.08945985877,0.08592109311,0.1372081362,0.120179573,0.009453150457,0.300183131,0.3023667368,0.6801231903
MJL012,4363,0.11,  0.51 ,  0.49 ,49837,  0.70 ,2404632,650,9,2,1,1,0,1,1,  1 ,Perdesaan, tertiary ,  - ,-6.737577,108.346217,"  389,675,000 ",-6.740732,108.344986,0.2409758889,0.03074550548,0.05816996742,0.1134726145,0.05597844034,0.08169949423,-0.03416881568,-0.01373394673,0.1448721328,-0.032471375,-0.01394769778
IDM013,1879,0.12,  0.50 ,  0.50 ,38738,  0.69 ,2794237,600,4,1,0,1,0,1,1,  1 ,Perdesaan, trunk ,  - ,-6.305352,107.934650,"  226,816,667 ",-6.304570,107.932724,0.2908423608,-0.03730606793,0.1155252296,0.1667632532,0.04678415387,0.03533389693,-0.04817933943,0.01127138242,0.1304404934,-0.01020382373,-0.01682868505
CKR031,5455,0.05,  0.51 ,  0.49 ,97755,  0.70 ,5558515,750,3,2,0,0,0,0,1,  - ,Perdesaan, primary ,  - ,-6.126350,106.991577,"  686,341,667 ",-6.132870,106.991783,0.629505535,-0.1242736746,-0.07018184762,0.1553591916,0.02718502735,0.08740376132,0.8783562773,-0.02142267881,0.2573439973,-0.7216930985,-0.01727542498
KWG030,2505,0.08,  0.51 ,  0.49 ,44378,  0.70 ,5599593,400,3,3,0,1,0,1,1,  - ,Perdesaan, primary ,  - ,-6.300275,107.567444,"  485,625,000 ",-6.300154,107.567360,0.1935807702,-0.1101237328,-0.0390793673,0.2302170214,0.07097071452,0.01853314718,-0.04463125903,0.05477959448,0.03598011388,0.03718455809,-0.01896678186
SNG012,2413,0.09,  0.50 ,  0.50 ,37407,  0.69 ,3508626,800,3,7,0,1,0,1,1,  - ,Perdesaan, primary ,  - ,-6.382088,107.797983,"  350,750,000 ",-6.382315,107.797745,0.2890718015,-0.02975672111,0.1356139804,0.1557047029,0.05524518969,0.01757055528,-0.04871859201,0.0349089548,0.1210056181,0.0102166566,-0.0169859877
PWK013,3472,0.08,  0.51 ,  0.49 ,63458,  0.69 ,4792252,600,6,3,1,0,0,0,1,  - ,Perdesaan, primary ,  - ,-6.646591,107.370128,"  328,141,667 ",-6.645921,107.383804,0.2050560984,0.007737183802,0.2015073983,0.1465774809,0.09299782014,0.001915105013,-0.03036552518,0.08612478304,0.06868427334,0.0793664631,-0.015977831
RKB005,3742,0.1,  0.51 ,  0.49 ,56129,  0.68 ,3172384,800,8,7,1,0,0,1,1,  - ,Perdesaan, primary ,  - ,-6.778089,106.017039,"  245,941,667 ",-6.781257,106.018242,0.2256011997,-0.05308798281,-0.02535854059,0.08150973113,0.09579172688,0.1087341997,0.07096220544,0.001951086969,0.2682992378,0.3038858031,12.579.214.163.372.200
KWG023,1483,0.08,  0.51 ,  0.49 ,51545,  0.69 ,5599593,300,2,5,0,0,0,1,1,  - ,Perdesaan, tertiary ,  - ,-6.287486,107.454369,"  710,708,333 ",-6.287303,107.454445,0.131258857,-0.191542435,-0.1788237472,0.2426376471,0.04865752345,0.05727597062,-0.03197607679,0.0700114262,0.03993114228,0.07540708407,-0.0175761679
TNG025,378,0.05,  0.50 ,  0.50 ,119183,  0.71 ,5069708,400,9,14,1,3,0,5,1,  - ,Perdesaan, tertiary ,  - ,-6.207352,106.605453,"  1,149,625,000 ",-6.207833,106.605194,0.8495480999,-0.07005876681,0.01025378403,0.1987751574,0.0456141362,0.1060849095,0.3283288211,-0.02939020141,0.3287935301,-0.01239845531,-22.695.212.753.485.200
KWG039,3751,0.08,  0.50 ,  0.50 ,42619,  0.69 ,5599593,300,4,2,0,0,0,1,1,  - ,Perdesaan, tertiary ,  - ,-6.244774,107.359566,"  442,983,333 ",-6.247189,107.358948,0.1029170265,-0.2320599913,-0.229858689,0.2326356912,0.03509292833,0.08975334345,0.002547927918,0.06460922617,0.07172990161,0.0930561032,-0.01655326871
SKB004,705,0.08,  0.49 ,  0.51 ,49693,  0.68 ,3018634,600,2,3,1,0,0,1,1,  - ,Perdesaan, trunk ,  - ,-6.921216,106.947685,"  906,700,000 ",-6.921300,106.946724,0.05202310316,-0.1089824963,0.006591085376,0.09768145335,-0.01180387131,0.01849804291,0.1122973925,0.01257508769,0.2053575474,0.1325709208,-0.006899266788
RKB001,870,0.1,  0.51 ,  0.49 ,105714,  0.67 ,3172384,500,12,14,1,3,0,1,1,  - ,Perdesaan, trunk ,  142.17 ,-6.351199,106.252345,"  987,991,667 ",-6.351231,106.251213,0.3256931919,-0.04096988509,0.01837536928,0.09499882955,0.08521959802,0.1295574515,0.09952580252,0.0117143727,0.2998130652,0.315374002,0.7639422538
MJL008,1999,0.11,  0.51 ,  0.49 ,52140,  0.67 ,2404632,300,6,8,1,1,0,1,1,  - ,Perdesaan, trunk ,  - ,-7.017435,108.368303,"  347,266,667 ",-7.018043,108.370331,0.2264678427,0.05656255603,0.03712938607,0.09552295569,0.06092064593,0.06948779381,-0.02688572954,-0.007225821054,0.146531304,-0.02840644527,-0.01347770595
RKB004,1868,0.1,  0.52 ,  0.48 ,48971,  0.67 ,3172384,600,3,7,0,0,0,2,1,  - ,Perdesaan, trunk ,  - ,-6.341575,106.174764,"  183,791,667 ",-6.341589,106.174751,0.3155944174,-0.03346076669,0.01584767531,0.08667281695,0.09027233399,0.1330237407,0.09725934672,0.01099738147,0.2928666233,0.3230289014,0.9303462135
SBM010,1450,0.07,  0.51 ,  0.49 ,92113,  0.67 ,3604482,320,2,2,1,0,0,0,1,"  2,932 ",Perdesaan, trunk ,  - ,-6.895699,106.813726,"  361,166,667 ",-6.893935,106.786217,0.01422121544,-0.1447458471,-0.0355432069,0.1235427105,-0.01948625447,0.03377308091,0.1379589554,0.03601333523,0.2329871127,0.1319978319,-0.00616117917
KWG033,2955,0.08,  0.51 ,  0.49 ,63198,  0.69 ,5599593,300,1,2,0,0,0,0,1,"  2,925 ",Perdesaan, primary ,  - ,-6.091693,107.206281,"  418,666,667 ",-6.075112,107.188705,0.3389838989,-0.1802337347,-0.1535492423,0.1715925721,0.03715722269,0.09630162209,0.6761961896,0.01654110277,0.1756005791,-0.5559287642,-0.01784488687
PWK007,1279,0.08,  0.51 ,  0.49 ,39381,  0.67 ,4792252,550,5,1,1,0,0,0,1,"  2,871 ",Perdesaan, primary ,  - ,-6.506153,107.486125,"  602,350,000 ",-6.515103,107.467842,0.2232574319,-0.01540005351,0.1503686392,0.1858701367,0.09549358783,0.0012478511,-0.04685194538,0.07811006834,0.04294796906,0.0450489735,-0.01803235017
TGR023,2,0.07,  0.51 ,  0.49 ,146303,  0.69 ,4901117,500,2,4,1,0,0,0,1,"  2,858 ",Perdesaan, residential ,  - ,-6.108013,106.517938,"  417,141,667 ",-6.103977,106.515724,0.5484595892,-0.05341366921,-0.007161058094,0.1457030037,0.06049466923,0.1221508477,0.2813316931,-0.01537116563,0.332062395,0.07762850388,-6.159.250.840.267.620
CJR009,2208,0.1,  0.51 ,  0.49 ,102453,  0.68 ,3104583,400,4,7,1,1,0,1,1,"  2,761 ",Perdesaan, primary ,  - ,-6.938733,107.128623,"  274,216,667 ",-6.937964,107.126617,0.1225727385,-0.03671489195,0.148122133,0.07272780997,0.0222815637,0.01082793525,0.06771420913,0.02239192499,0.1776322949,0.1113751033,-0.009673519813
NPH005,3196,0.06,  0.51 ,  0.49 ,113203,  0.69 ,3757284,500,2,2,1,0,0,0,1,"  2,743 ",Perdesaan, trunk ,  - ,-6.884718,107.503808,"  137,400,000 ",-6.870519,107.503510,0.2464001944,0.03295237586,0.2817578808,0.06003377601,0.06173541667,0.01925703696,-0.00559614423,0.1214422416,0.1406702493,0.05480526222,-0.0118204265
MJL007,1801,0.11,  0.50 ,  0.50 ,51625,  0.70 ,2404632,350,4,2,0,2,0,0,1,"  2,633 ",Perdesaan, tertiary ,  - ,-6.652578,108.283257,"  246,883,333 ",-6.644475,108.229393,0.2461228136,0.0227662159,0.07378802326,0.1183988391,0.05255868794,0.08672731453,-0.03586413145,-0.01177749001,0.1435890881,-0.03072428576,-0.01372059818
TGR039,2156,0.07,  0.51 ,  0.49 ,137280,  0.70 ,4901117,400,6,2,1,0,0,0,1,"  2,532 ",Perdesaan, residential ,  - ,-6.226187,106.559616,"  171,875,000 ",-6.242828,106.578316,0.6366737749,-0.06286134568,0.01919460611,0.1821437317,0.05009944638,0.1127065019,0.3017361101,-0.01522717535,0.3320857506,0.02890537461,-18.078.931.821.674.500
CBI048,2005,0.07,  0.50 ,  0.50 ,215123,  0.73 ,4877211,400,5,9,1,1,0,2,1,"  2,472 ",Perdesaan, primary ,  - ,-6.416771,106.937684,"  293,883,333 ",-6.416701,106.937263,0.4728939632,-0.1433129855,0.008770365753,0.1637152787,0.003125909493,0.07518190668,0.253054098,0.01804638231,0.2555383803,0.02007045934,-0.01384650633
SOR029,2685,0.06,  0.51 ,  0.49 ,134709,  0.68 ,3757284,350,2,1,0,0,0,2,1,"  2,424 ",Perdesaan, secondary ,  - ,-7.064070,107.708113,"  206,275,000 ",-7.062500,107.708603,0.2445140757,0.07397536756,0.1995506597,0.03917397824,0.05151367952,0.04489727521,-0.008730729979,0.1000804581,0.1521358354,0.0207439762,-0.008958163114
TGR006,346,0.07,  0.51 ,  0.49 ,99965,  0.70 ,4901117,600,2,7,0,1,0,2,1,"  2,417 ",Perdesaan, primary ,  - ,-6.301806,106.526282,"  465,675,000 ",-6.301917,106.526222,0.524560899,-0.06275689045,0.03827596996,0.1696150977,0.04956124282,0.1121955577,0.2359570705,"6,07E+10",0.3305467595,0.1132652428,-12.565.590.153.895.600
CKR018,19,0.05,  0.50 ,  0.50 ,128509,  0.69 ,5558515,400,3,0,1,1,0,0,1,"  2,308 ",Perdesaan, secondary ,  - ,-6.371998,107.007471,"  491,125,000 ",-6.390336,106.980843,0.4098016174,-0.1641677991,-0.01647742939,0.1710199066,-0.0006802702431,0.08335314676,0.3997410944,0.01260687862,0.2326983737,-0.1865122179,-0.016481575
